id,hotelName,city,latitude,longitude,rating,imageURL,description
872b3fcc-f0aa-4f94-8ec9-5176b11aa4eb,Resort Charminar Residency,"Hyderabad, Telangana",17.353241,78.470541,4.1,https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?auto=format&fit=crop&w=800&q=80,Resort Charminar Residency near Charminar offers comfort and convenience with modern amenities.
8c533390-ff0a-41f5-8fe0-c72d87a106e1,Charminar Comfort Stay,"Hyderabad, Telangana",17.357016,78.465918,4.9,https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?auto=format&fit=crop&w=800&q=80,Charminar Comfort Stay near Charminar offers comfort and convenience with modern amenities.
18b708f7-8617-4b43-bf22-95a36d4c127a,StayEasy RamaKrishna Beach Inn,"Visakhapatnam, Andhra Pradesh",17.717656,83.267317,5.0,https://images.unsplash.com/photo-1611892440504-42a792e24d32?auto=format&fit=crop&w=800&q=80,StayEasy RamaKrishna Beach Inn near RamaKrishna Beach offers comfort and convenience with modern amenities.
2362eb2b-9a1c-4193-b106-0104d2b87fdf,Resort RamaKrishna Beach Residency,"Visakhapatnam, Andhra Pradesh",17.722426,83.26669,3.7,https://images.unsplash.com/photo-1611892440504-42a792e24d32?auto=format&fit=crop&w=800&q=80,Resort RamaKrishna Beach Residency near RamaKrishna Beach offers comfort and convenience with modern amenities.
6e437163-3770-460a-82cf-96feee452d8f,Hotel RamaKrishna Beach Deluxe,"Visakhapatnam, Andhra Pradesh",17.715396,83.274957,4.6,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Hotel RamaKrishna Beach Deluxe near RamaKrishna Beach offers comfort and convenience with modern amenities.
b9894c74-ca15-4b2c-8d40-d5f540f3739d,The RamaKrishna Beach Grand,"Visakhapatnam, Andhra Pradesh",17.728679,83.27717,3.6,https://images.unsplash.com/photo-1611892440504-42a792e24d32?auto=format&fit=crop&w=800&q=80,The RamaKrishna Beach Grand near RamaKrishna Beach offers comfort and convenience with modern amenities.
fb1307b0-cfcf-46f5-95dc-6796acc19017,StayEasy Jaipur Palace Inn,"Jaipur, Rajasthan",26.92705,75.823318,4.9,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,StayEasy Jaipur Palace Inn near Jaipur Palace offers comfort and convenience with modern amenities.
9aa32843-c0a8-4ad6-9a38-ed0f2265b8ae,Jaipur Palace Heritage Hotel,"Jaipur, Rajasthan",26.918205,75.817542,3.7,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Jaipur Palace Heritage Hotel near Jaipur Palace offers comfort and convenience with modern amenities.
2545d733-92e2-459a-be39-2d05a34cd915,Hotel Jaipur Palace Deluxe,"Jaipur, Rajasthan",26.923257,75.815963,4.3,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,Hotel Jaipur Palace Deluxe near Jaipur Palace offers comfort and convenience with modern amenities.
7096995e-ef91-46cb-82df-446c19432299,Suites Jaipur Palace Heights,"Jaipur, Rajasthan",26.927088,75.816935,3.8,https://images.unsplash.com/photo-1576675782826-f74f3db0bb88?auto=format&fit=crop&w=800&q=80,Suites Jaipur Palace Heights near Jaipur Palace offers comfort and convenience with modern amenities.
6a5bccee-21b9-410b-b565-3aa23ec5aeed,Lodge Mysore Palace View,"Mysore, Karnataka",12.310521,76.660837,4.6,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Lodge Mysore Palace View near Mysore Palace offers comfort and convenience with modern amenities.
e5e853f8-b2f6-4e54-a69e-40c1034ce3ac,Hotel Mysore Palace Deluxe,"Mysore, Karnataka",12.314216,76.659866,4.6,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,Hotel Mysore Palace Deluxe near Mysore Palace offers comfort and convenience with modern amenities.
8bf666e3-a019-48b8-bef0-eabbc4f390d7,Mysore Palace Heritage Hotel,"Mysore, Karnataka",12.305846,76.650901,3.7,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Mysore Palace Heritage Hotel near Mysore Palace offers comfort and convenience with modern amenities.
e3c10d72-2ca6-4578-8e95-a537dcb2ddec,Resort Mysore Palace Residency,"Mysore, Karnataka",12.300808,76.66025,4.9,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,Resort Mysore Palace Residency near Mysore Palace offers comfort and convenience with modern amenities.
e567d35e-87f6-4539-a79d-5187aa843cee,Hotel India Gate Deluxe,"New Delhi, Delhi",28.609964,77.230094,4.9,https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?auto=format&fit=crop&w=800&q=80,Hotel India Gate Deluxe near India Gate offers comfort and convenience with modern amenities.
1893ea41-a252-48fa-9ec2-2a99818f14d2,Resort India Gate Residency,"New Delhi, Delhi",28.613962,77.230196,4.9,https://images.unsplash.com/photo-1576675782826-f74f3db0bb88?auto=format&fit=crop&w=800&q=80,Resort India Gate Residency near India Gate offers comfort and convenience with modern amenities.
77e43d50-a94d-4e2e-92c5-dd05402d30a8,India Gate Heritage Hotel,"New Delhi, Delhi",28.609727,77.22603,3.9,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,India Gate Heritage Hotel near India Gate offers comfort and convenience with modern amenities.
b9d021a6-f0a6-467a-b8e9-9e434db23177,StayEasy India Gate Inn,"New Delhi, Delhi",28.609338,77.232524,3.7,https://images.unsplash.com/photo-1576675782826-f74f3db0bb88?auto=format&fit=crop&w=800&q=80,StayEasy India Gate Inn near India Gate offers comfort and convenience with modern amenities.
83d2591a-637e-487c-8980-754a291d6d48,Red Fort Comfort Stay,"Delhi, Delhi",28.653608,77.243992,4.8,https://images.unsplash.com/photo-1611892440504-42a792e24d32?auto=format&fit=crop&w=800&q=80,Red Fort Comfort Stay near Red Fort offers comfort and convenience with modern amenities.
9ba08eaa-609d-43fb-bbb0-a29854eba23d,Suites Red Fort Heights,"Delhi, Delhi",28.651866,77.240646,3.8,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Suites Red Fort Heights near Red Fort offers comfort and convenience with modern amenities.
8cfdc7f7-69f6-4879-acc9-d99fe1d53c53,Lodge Red Fort View,"Delhi, Delhi",28.656809,77.237625,4.4,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Lodge Red Fort View near Red Fort offers comfort and convenience with modern amenities.
08b0ea93-5b85-4639-88b5-d5f92bb2d9cf,Villa Red Fort Palace,"Delhi, Delhi",28.66319,77.245265,4.1,https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?auto=format&fit=crop&w=800&q=80,Villa Red Fort Palace near Red Fort offers comfort and convenience with modern amenities.
c7786563-de28-42b6-be1b-fb2f9ac31695,Qutub Minar Heritage Hotel,"Delhi, Delhi",28.521904,77.182011,3.8,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,Qutub Minar Heritage Hotel near Qutub Minar offers comfort and convenience with modern amenities.
fcbd2bd9-9d5b-48c9-bb78-18e342612719,Qutub Minar Comfort Stay,"Delhi, Delhi",28.526504,77.190182,4.8,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,Qutub Minar Comfort Stay near Qutub Minar offers comfort and convenience with modern amenities.
9001381b-0033-4d17-b3e8-42d97f5a2a05,Suites Qutub Minar Heights,"Delhi, Delhi",28.5171,77.185634,4.8,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Suites Qutub Minar Heights near Qutub Minar offers comfort and convenience with modern amenities.
5e587634-a71e-4a04-b367-0e77e0e00223,Lodge Qutub Minar View,"Delhi, Delhi",28.523986,77.188676,4.7,https://images.unsplash.com/photo-1576675782826-f74f3db0bb88?auto=format&fit=crop&w=800&q=80,Lodge Qutub Minar View near Qutub Minar offers comfort and convenience with modern amenities.
f0d23502-65b8-4cab-ba40-c6421511c01d,StayEasy Golden Temple Inn,"Amritsar, Punjab",31.614488,74.88386,3.7,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,StayEasy Golden Temple Inn near Golden Temple offers comfort and convenience with modern amenities.
2d963fb3-21df-4ff6-b94f-131ab0c504e8,Hotel Golden Temple Deluxe,"Amritsar, Punjab",31.627996,74.872396,4.1,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,Hotel Golden Temple Deluxe near Golden Temple offers comfort and convenience with modern amenities.
5e7b4586-4e89-4e6a-a75b-6d3bec5206c0,Villa Golden Temple Palace,"Amritsar, Punjab",31.610847,74.873164,4.9,https://images.unsplash.com/photo-1576675782826-f74f3db0bb88?auto=format&fit=crop&w=800&q=80,Villa Golden Temple Palace near Golden Temple offers comfort and convenience with modern amenities.
2aaf4f1c-7a87-4e2b-8325-a67b55e3409f,Inn Golden Temple Retreat,"Amritsar, Punjab",31.618514,74.86731,3.9,https://images.unsplash.com/photo-1576675782826-f74f3db0bb88?auto=format&fit=crop&w=800&q=80,Inn Golden Temple Retreat near Golden Temple offers comfort and convenience with modern amenities.
bf43fdf1-7ef3-4c03-968c-ba9b23a71657,Villa Hawa Mahal Palace,"Jaipur, Rajasthan",26.919121,75.822463,4.1,https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?auto=format&fit=crop&w=800&q=80,Villa Hawa Mahal Palace near Hawa Mahal offers comfort and convenience with modern amenities.
91275479-b7ae-4005-80ae-1d858a237fd9,Inn Hawa Mahal Retreat,"Jaipur, Rajasthan",26.921951,75.835266,3.8,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Inn Hawa Mahal Retreat near Hawa Mahal offers comfort and convenience with modern amenities.
db9b73a3-9905-4131-b285-57f5f4b93d04,The Hawa Mahal Grand,"Jaipur, Rajasthan",26.930126,75.822513,4.2,https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?auto=format&fit=crop&w=800&q=80,The Hawa Mahal Grand near Hawa Mahal offers comfort and convenience with modern amenities.
0a7d40d6-cdc3-4dbf-b470-18e3fa93908f,Hawa Mahal Heritage Hotel,"Jaipur, Rajasthan",26.919575,75.836685,4.0,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Hawa Mahal Heritage Hotel near Hawa Mahal offers comfort and convenience with modern amenities.
dd4f6c66-eae2-493a-b8ad-d9e0f784ef5e,Inn Sun Temple Retreat,"Konark, Odisha",19.886503,86.101119,4.0,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,Inn Sun Temple Retreat near Sun Temple offers comfort and convenience with modern amenities.
4492a9ea-46d0-4e68-ae19-12fd656529cd,Sun Temple Heritage Hotel,"Konark, Odisha",19.889469,86.087279,4.5,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,Sun Temple Heritage Hotel near Sun Temple offers comfort and convenience with modern amenities.
3539ba52-7e4b-4454-b575-065ac5d0ad5d,Lodge Sun Temple View,"Konark, Odisha",19.884412,86.100364,3.8,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,Lodge Sun Temple View near Sun Temple offers comfort and convenience with modern amenities.
30398810-0b12-4ebd-b575-9b5d51e57618,Sun Temple Comfort Stay,"Konark, Odisha",19.878438,86.090782,4.9,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Sun Temple Comfort Stay near Sun Temple offers comfort and convenience with modern amenities.
4ead517e-43b3-4534-a841-d76db43ed297,Resort Jaisalmer Fort Residency,"Jaisalmer, Rajasthan",26.909414,70.904183,4.1,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,Resort Jaisalmer Fort Residency near Jaisalmer Fort offers comfort and convenience with modern amenities.
890cfff6-cdf1-4744-a6e7-23f61a033ab5,Inn Jaisalmer Fort Retreat,"Jaisalmer, Rajasthan",26.91133,70.918331,4.9,https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?auto=format&fit=crop&w=800&q=80,Inn Jaisalmer Fort Retreat near Jaisalmer Fort offers comfort and convenience with modern amenities.
4057b8f0-2499-4bf0-9bc5-f0bedf54a7f1,StayEasy Jaisalmer Fort Inn,"Jaisalmer, Rajasthan",26.920694,70.906491,4.5,https://images.unsplash.com/photo-1611892440504-42a792e24d32?auto=format&fit=crop&w=800&q=80,StayEasy Jaisalmer Fort Inn near Jaisalmer Fort offers comfort and convenience with modern amenities.
9d73fca5-2cc8-455f-aa2c-b06b3d8c141f,Suites Jaisalmer Fort Heights,"Jaisalmer, Rajasthan",26.91131,70.91959,4.0,https://images.unsplash.com/photo-1611892440504-42a792e24d32?auto=format&fit=crop&w=800&q=80,Suites Jaisalmer Fort Heights near Jaisalmer Fort offers comfort and convenience with modern amenities.
b9052556-aa12-4814-975f-4c08115dad90,Resort Elephanta Caves Residency,"Mumbai, Maharashtra",18.956739,72.928693,4.7,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Resort Elephanta Caves Residency near Elephanta Caves offers comfort and convenience with modern amenities.
d3563ad1-3beb-4c26-98b0-e5574faa52d1,Suites Elephanta Caves Heights,"Mumbai, Maharashtra",18.958293,72.928642,4.2,https://images.unsplash.com/photo-1576675782826-f74f3db0bb88?auto=format&fit=crop&w=800&q=80,Suites Elephanta Caves Heights near Elephanta Caves offers comfort and convenience with modern amenities.
79d6339c-c9a6-4177-ab83-844adc88ff72,StayEasy Elephanta Caves Inn,"Mumbai, Maharashtra",18.969437,72.927588,4.1,https://images.unsplash.com/photo-1611892440504-42a792e24d32?auto=format&fit=crop&w=800&q=80,StayEasy Elephanta Caves Inn near Elephanta Caves offers comfort and convenience with modern amenities.
c6a8cab2-0129-4bec-86e4-5f856473d049,Elephanta Caves Comfort Stay,"Mumbai, Maharashtra",18.955177,72.922355,4.5,https://images.unsplash.com/photo-1576675782826-f74f3db0bb88?auto=format&fit=crop&w=800&q=80,Elephanta Caves Comfort Stay near Elephanta Caves offers comfort and convenience with modern amenities.
d81def1a-7214-4f97-aca2-a96ad0dca2be,Resort Victoria Memorial Residency,"Kolkata, West Bengal",22.545837,88.333724,4.7,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,Resort Victoria Memorial Residency near Victoria Memorial offers comfort and convenience with modern amenities.
5451711e-4253-4874-a215-a16bb93ad181,Villa Victoria Memorial Palace,"Kolkata, West Bengal",22.545819,88.341742,4.8,https://images.unsplash.com/photo-1576675782826-f74f3db0bb88?auto=format&fit=crop&w=800&q=80,Villa Victoria Memorial Palace near Victoria Memorial offers comfort and convenience with modern amenities.
783e51ca-8efe-42eb-bb23-990ef116945c,Inn Victoria Memorial Retreat,"Kolkata, West Bengal",22.548711,88.349757,4.4,https://images.unsplash.com/photo-1576675782826-f74f3db0bb88?auto=format&fit=crop&w=800&q=80,Inn Victoria Memorial Retreat near Victoria Memorial offers comfort and convenience with modern amenities.
396996b7-9b81-4ff3-a0f9-c826e6872ddd,Hotel Victoria Memorial Deluxe,"Kolkata, West Bengal",22.547098,88.335925,4.8,https://images.unsplash.com/photo-1611892440504-42a792e24d32?auto=format&fit=crop&w=800&q=80,Hotel Victoria Memorial Deluxe near Victoria Memorial offers comfort and convenience with modern amenities.
27abe4a8-5c74-40cf-927f-40c868c6f153,Suites Ajanta Caves Heights,"Aurangabad, Maharashtra",20.551566,75.710019,4.4,https://images.unsplash.com/photo-1611892440504-42a792e24d32?auto=format&fit=crop&w=800&q=80,Suites Ajanta Caves Heights near Ajanta Caves offers comfort and convenience with modern amenities.
ef22fe5f-bf49-4395-aae2-994746bc407b,Ajanta Caves Comfort Stay,"Aurangabad, Maharashtra",20.543921,75.708826,4.2,https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?auto=format&fit=crop&w=800&q=80,Ajanta Caves Comfort Stay near Ajanta Caves offers comfort and convenience with modern amenities.
8f0f30e4-b684-4cce-9162-71f226c7a1c9,Lodge Ajanta Caves View,"Aurangabad, Maharashtra",20.559578,75.704326,4.2,https://images.unsplash.com/photo-1611892440504-42a792e24d32?auto=format&fit=crop&w=800&q=80,Lodge Ajanta Caves View near Ajanta Caves offers comfort and convenience with modern amenities.
e0ff511a-5187-415d-a09a-743bdd4a72c9,Hotel Ajanta Caves Deluxe,"Aurangabad, Maharashtra",20.544181,75.704616,4.6,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Hotel Ajanta Caves Deluxe near Ajanta Caves offers comfort and convenience with modern amenities.
0d0d5c46-f74e-49bb-bf85-db7055b70760,Suites Meenakshi Temple Heights,"Madurai, Tamil Nadu",9.920006,78.113089,4.6,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,Suites Meenakshi Temple Heights near Meenakshi Temple offers comfort and convenience with modern amenities.
eb93ec8c-7799-413a-ad87-981c76185cdd,StayEasy Meenakshi Temple Inn,"Madurai, Tamil Nadu",9.917036,78.126405,4.8,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,StayEasy Meenakshi Temple Inn near Meenakshi Temple offers comfort and convenience with modern amenities.
cea9b54d-eaaf-439c-a153-c87fb5fc354b,Villa Meenakshi Temple Palace,"Madurai, Tamil Nadu",9.92849,78.121006,3.7,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,Villa Meenakshi Temple Palace near Meenakshi Temple offers comfort and convenience with modern amenities.
5fd6e8df-ccd0-45a2-8e02-bac962c3b5c3,Inn Meenakshi Temple Retreat,"Madurai, Tamil Nadu",9.910046,78.125326,3.9,https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?auto=format&fit=crop&w=800&q=80,Inn Meenakshi Temple Retreat near Meenakshi Temple offers comfort and convenience with modern amenities.
9eb6013a-cb86-4616-b59d-8d6536170646,Inn Ranthambore National Park Retreat,"Sawai Madhopur, Rajasthan",26.017214,76.51255,4.5,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Inn Ranthambore National Park Retreat near Ranthambore National Park offers comfort and convenience with modern amenities.
6067884a-6c11-4d23-af73-a47c29168569,Suites Ranthambore National Park Heights,"Sawai Madhopur, Rajasthan",26.024074,76.508749,4.3,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Suites Ranthambore National Park Heights near Ranthambore National Park offers comfort and convenience with modern amenities.
954ba2d7-e8e5-4cc4-b70c-a84b3706c31d,The Ranthambore National Park Grand,"Sawai Madhopur, Rajasthan",26.010017,76.499917,4.4,https://images.unsplash.com/photo-1576675782826-f74f3db0bb88?auto=format&fit=crop&w=800&q=80,The Ranthambore National Park Grand near Ranthambore National Park offers comfort and convenience with modern amenities.
2ea6ba7b-5cb5-4140-a281-021261238168,StayEasy Ranthambore National Park Inn,"Sawai Madhopur, Rajasthan",26.02233,76.501828,3.6,https://images.unsplash.com/photo-1576675782826-f74f3db0bb88?auto=format&fit=crop&w=800&q=80,StayEasy Ranthambore National Park Inn near Ranthambore National Park offers comfort and convenience with modern amenities.
fa6d6433-1355-45b9-b958-f557ec51c8ef,Lodge Kaziranga National Park View,"Golaghat, Assam",26.582815,93.166096,3.6,https://images.unsplash.com/photo-1611892440504-42a792e24d32?auto=format&fit=crop&w=800&q=80,Lodge Kaziranga National Park View near Kaziranga National Park offers comfort and convenience with modern amenities.
c6a026cf-3254-44d9-a910-0137647cbf97,Kaziranga National Park Heritage Hotel,"Golaghat, Assam",26.583794,93.179756,4.6,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Kaziranga National Park Heritage Hotel near Kaziranga National Park offers comfort and convenience with modern amenities.
8b12d8c1-d290-445d-848e-41e778f17134,Suites Kaziranga National Park Heights,"Golaghat, Assam",26.572159,93.161761,4.4,https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?auto=format&fit=crop&w=800&q=80,Suites Kaziranga National Park Heights near Kaziranga National Park offers comfort and convenience with modern amenities.
d7035371-80d7-4c79-bc63-5b6fe6ec3e11,StayEasy Kaziranga National Park Inn,"Golaghat, Assam",26.576756,93.180854,4.5,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,StayEasy Kaziranga National Park Inn near Kaziranga National Park offers comfort and convenience with modern amenities.
3fee5112-e7e7-40dc-abda-8096a75dcd2e,Ladakh Monasteries Comfort Stay,"Leh, Ladakh",34.159523,77.581666,4.8,https://images.unsplash.com/photo-1542314831-068cd1dbfeeb?auto=format&fit=crop&w=800&q=80,Ladakh Monasteries Comfort Stay near Ladakh Monasteries offers comfort and convenience with modern amenities.
073e2918-bd5c-472d-b8da-fd376295f770,Lodge Ladakh Monasteries View,"Leh, Ladakh",34.156438,77.590615,4.0,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Lodge Ladakh Monasteries View near Ladakh Monasteries offers comfort and convenience with modern amenities.
0eec9dfc-5c40-4378-ac82-04b1560da869,Resort Ladakh Monasteries Residency,"Leh, Ladakh",34.163254,77.589407,5.0,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,Resort Ladakh Monasteries Residency near Ladakh Monasteries offers comfort and convenience with modern amenities.
00aa09e9-f986-45f2-a96d-9857efad80f4,Hotel Ladakh Monasteries Deluxe,"Leh, Ladakh",34.164293,77.594299,3.7,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,Hotel Ladakh Monasteries Deluxe near Ladakh Monasteries offers comfort and convenience with modern amenities.
0fda6336-a811-4829-9b66-c1d44c0b43a5,StayEasy Ellora Caves Inn,"Aurangabad, Maharashtra",20.017776,75.183239,4.7,https://images.unsplash.com/photo-1501117716987-c8e1ecb210d3?auto=format&fit=crop&w=800&q=80,StayEasy Ellora Caves Inn near Ellora Caves offers comfort and convenience with modern amenities.
935d180c-a1d3-4786-b74e-5d01eab5b18f,The Ellora Caves Grand,"Aurangabad, Maharashtra",20.03372,75.172773,5.0,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,The Ellora Caves Grand near Ellora Caves offers comfort and convenience with modern amenities.
7f2e19d7-8102-471a-ac7c-24117d9f40d0,Lodge Ellora Caves View,"Aurangabad, Maharashtra",20.022666,75.171152,4.0,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Lodge Ellora Caves View near Ellora Caves offers comfort and convenience with modern amenities.
0d9eb10d-9f44-4355-bd0e-075768715d6b,Ellora Caves Heritage Hotel,"Aurangabad, Maharashtra",20.035925,75.183735,4.5,https://images.unsplash.com/photo-1576675782826-f74f3db0bb88?auto=format&fit=crop&w=800&q=80,Ellora Caves Heritage Hotel near Ellora Caves offers comfort and convenience with modern amenities.
d1c6ed53-7678-4d8d-98c0-d8d4fbc1acb9,Suites Sundarbans Heights,"South 24 Parganas, West Bengal",22.036317,88.942818,3.9,https://images.unsplash.com/photo-1611892440504-42a792e24d32?auto=format&fit=crop&w=800&q=80,Suites Sundarbans Heights near Sundarbans offers comfort and convenience with modern amenities.
79a523c3-17c1-4be0-abc8-39d1a8ff3f44,Lodge Sundarbans View,"South 24 Parganas, West Bengal",22.027909,88.937657,4.2,https://images.unsplash.com/photo-1566073771259-6a8506099945?auto=format&fit=crop&w=800&q=80,Lodge Sundarbans View near Sundarbans offers comfort and convenience with modern amenities.
73a688fa-10cf-444d-a86b-b3d413fdfc24,The Sundarbans Grand,"South 24 Parganas, West Bengal",22.028077,88.933071,4.4,https://images.unsplash.com/photo-1576675782826-f74f3db0bb88?auto=format&fit=crop&w=800&q=80,The Sundarbans Grand near Sundarbans offers comfort and convenience with modern amenities.
712cc3be-372a-4d53-a5db-78bb30b03f70,Sundarbans Comfort Stay,"South 24 Parganas, West Bengal",22.042525,88.92498,4.2,https://images.unsplash.com/photo-1576675782826-f74f3db0bb88?auto=format&fit=crop&w=800&q=80,Sundarbans Comfort Stay near Sundarbans offers comfort and convenience with modern amenities.
